Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Processor Base Frequency,Cache,TDP
197101,Intel® Xeon® Bronze 3206R Processor,Q1'20,8,1.90 GHz,1.90 GHz,11 MB,85 W
199342,Intel® Xeon® Gold 5218R Processor,Q1'20,20,4.00 GHz,2.10 GHz,27.5 MB,125 W
199354,Intel® Xeon® Gold 5220R Processor,Q1'20,24,4.00 GHz,2.20 GHz,35.75 MB,150 W
199348,Intel® Xeon® Gold 6208U Processor,Q1'20,16,3.90 GHz,2.90 GHz,22 MB,150 W
199347,Intel® Xeon® Gold 6226R Processor,Q1'20,16,3.90 GHz,2.90 GHz,22 MB,150 W
199346,Intel® Xeon® Gold 6230R Processor,Q1'20,26,4.00 GHz,2.10 GHz,35.75 MB,150 W
199345,Intel® Xeon® Gold 6238R Processor,Q1'20,28,4.00 GHz,2.20 GHz,38.5 MB,165 W
199343,Intel® Xeon® Gold 6240R Processor,Q1'20,24,4.00 GHz,2.40 GHz,35.75 MB,165 W
199352,Intel® Xeon® Gold 6242R Processor,Q1'20,20,4.10 GHz,3.10 GHz,35.75 MB,205 W
199353,Intel® Xeon® Gold 6246R Processor,Q1'20,16,4.10 GHz,3.40 GHz,35.75 MB,205 W
199351,Intel® Xeon® Gold 6248R Processor,Q1'20,24,4.00 GHz,3.00 GHz,35.75 MB,205 W
198652,Intel® Xeon® Gold 6250 Processor,Q1'20,8,4.50 GHz,3.90 GHz,35.75 MB,185 W
202780,Intel® Xeon® Gold 6250L Processor,Q1'20,8,4.50 GHz,3.90 GHz,35.75 MB,185 W
198655,Intel® Xeon® Gold 6256 Processor,Q1'20,12,4.50 GHz,3.60 GHz,33 MB,205 W
199350,Intel® Xeon® Gold 6258R Processor,Q1'20,28,4.00 GHz,2.70 GHz,38.5 MB,205 W
197098,Intel® Xeon® Silver 4210R Processor,Q1'20,10,3.20 GHz,2.40 GHz,13.75 MB,100 W
199344,Intel® Xeon® Silver 4210T Processor,Q1'20,10,3.20 GHz,2.30 GHz,13.75 MB,95 W
197100,Intel® Xeon® Silver 4214R Processor,Q1'20,12,3.50 GHz,2.40 GHz,16.5 MB,100 W
199349,Intel® Xeon® Silver 4215R Processor,Q1'20,8,4.00 GHz,3.20 GHz,11 MB,130 W
195434,Intel® Xeon® Platinum 9221 Processor,Q3'19,32,3.70 GHz,2.30 GHz,71.5 MB,250 W
195437,Intel® Xeon® Platinum 9222 Processor,Q3'19,32,3.70 GHz,2.30 GHz,71.5 MB,250 W
193381,Intel® Xeon® Bronze 3204 Processor,Q2'19,6,1.90 GHz,1.90 GHz,8.25 MB,85 W
193391,Intel® Xeon® Gold 5215 Processor,Q2'19,10,3.40 GHz,2.50 GHz,13.75 MB,85 W
193393,Intel® Xeon® Gold 5215L Processor,Q2'19,10,3.40 GHz,2.50 GHz,13.75 MB,85 W
193396,Intel® Xeon® Gold 5217 Processor,Q2'19,8,3.70 GHz,3.00 GHz,11 MB,115 W
192444,Intel® Xeon® Gold 5218 Processor,Q2'19,16,3.90 GHz,2.30 GHz,22 MB,125 W
193564,Intel® Xeon® Gold 5218B Processor,Q2'19,16,3.90 GHz,2.30 GHz,22 MB,125 W
193397,Intel® Xeon® Gold 5218N Processor,Q2'19,16,3.70 GHz,2.30 GHz,22 MB,110 W
193953,Intel® Xeon® Gold 5218T Processor,Q2'19,16,3.80 GHz,2.10 GHz,22 MB,105 W
193388,Intel® Xeon® Gold 5220 Processor,Q2'19,18,3.90 GHz,2.20 GHz,24.75 MB,125 W
193950,Intel® Xeon® Gold 5220S Processor,Q2'19,18,3.90 GHz,2.70 GHz,24.75 MB,125 W
193970,Intel® Xeon® Gold 5220T Processor,Q2'19,18,3.90 GHz,1.90 GHz,24.75 MB,105 W
192445,Intel® Xeon® Gold 5222 Processor,Q2'19,4,3.90 GHz,3.80 GHz,16.5 MB,105 W
193971,Intel® Xeon® Gold 6209U Processor,Q2'19,20,3.90 GHz,2.10 GHz,27.5 MB,125 W
192452,Intel® Xeon® Gold 6210U Processor,Q2'19,20,3.90 GHz,2.50 GHz,27.5 MB,150 W
192453,Intel® Xeon® Gold 6212U Processor,Q2'19,24,3.90 GHz,2.40 GHz,35.75 MB,165 W
193962,Intel® Xeon® Gold 6222V Processor,Q2'19,20,3.60 GHz,1.80 GHz,27.5 MB,115 W
193957,Intel® Xeon® Gold 6226 Processor,Q2'19,12,3.70 GHz,2.70 GHz,19.25 MB,125 W
192437,Intel® Xeon® Gold 6230 Processor,Q2'19,20,3.90 GHz,2.10 GHz,27.5 MB,125 W
192450,Intel® Xeon® Gold 6230N Processor,Q2'19,20,3.50 GHz,2.30 GHz,27.5 MB,125 W
193952,Intel® Xeon® Gold 6230T Processor,Q2'19,20,3.90 GHz,2.10 GHz,27.5 MB,125 W
193954,Intel® Xeon® Gold 6234 Processor,Q2'19,8,4.00 GHz,3.30 GHz,24.75 MB,130 W
193949,Intel® Xeon® Gold 6238 Processor,Q2'19,22,3.70 GHz,2.10 GHz,30.25 MB,140 W
193958,Intel® Xeon® Gold 6238L Processor,Q2'19,22,3.70 GHz,2.10 GHz,30.25 MB,140 W
192439,Intel® Xeon® Gold 6238T Processor,Q2'19,22,3.70 GHz,1.90 GHz,30.25 MB,125 W
