Product ID,Product Name,Launch Date,Marketing Status,Board Form Factor,Chassis Form Factor,Socket
98939,Intel® Compute Module HNS2600TPNR,Q1'17,Discontinued,"Custom 6.8"" x 18.9""",2U Rack,Socket R3
97187,Intel® Compute Module HNS2600TP24STR,Q4'16,Discontinued,"Custom 6.8"" x 18.9""",Rack,Socket R3
88294,Intel® Compute Module HNS2600TP24R,Q4'15,Discontinued,"Custom 6.8"" x 18.9""",Rack,Socket R3
89440,Intel® Compute Module HNS2600TP24SR,Q4'15,Discontinued,"Custom 6.8"" x 18.9""",Rack,Socket R3
88296,Intel® Compute Module HNS2600TPFR,Q1'16,Discontinued,"Custom 6.8"" x 18.9""",Rack,Socket R3
88297,Intel® Compute Module HNS2600TPR,Q1'16,Discontinued,"Custom 6.8"" x 18.9""",Rack,Socket R3
83034,Intel® Compute Module HNS2600TPF,Q1'15,Discontinued,"Custom 6.8"" x 18.9""",Rack,Socket R3
83033,Intel® Compute Module HNS2600TP,Q4'14,Discontinued,"Custom 6.8"" x 18.9""",Rack,Socket R3
