Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
230904,Intel® Core™ i7-1255UL Processor,Q3'22,10,4.70 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
230905,Intel® Core™ i7-1265UL Processor,Q3'22,10,4.80 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
228459,Intel® Core™ i7-12700HL Processor,Q3'22,14,4.70 GHz,24 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
229953,Intel® Core™ i7-12800HL Processor,Q3'22,14,4.80 GHz,24 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
228795,Intel® Core™ i7-12650HX Processor,Q2'22,14,4.70 GHz,24 MB Intel® Smart Cache,Intel® UHD Graphics for 12th Gen Intel® Processors
226058,Intel® Core™ i7-12800HX Processor,Q2'22,16,4.80 GHz,25 MB Intel® Smart Cache,Intel® UHD Graphics for 12th Gen Intel® Processors
228442,Intel® Core™ i7-12850HX Processor,Q2'22,16,4.80 GHz,25 MB Intel® Smart Cache,Intel® UHD Graphics for 12th Gen Intel® Processors
227853,Intel® Core™ i7-1265UE Processor,Q1'22,10,,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
132217,Intel® Core™ i7-1270PE Processor,Q1'22,12,,18 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
226454,Intel® Core™ i7-1250U Processor,Q1'22,10,4.70 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
226259,Intel® Core™ i7-1255U Processor,Q1'22,10,4.70 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
226254,Intel® Core™ i7-1260P Processor,Q1'22,12,4.70 GHz,18 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
226455,Intel® Core™ i7-1260U Processor,Q1'22,10,4.70 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
226258,Intel® Core™ i7-1265U Processor,Q1'22,10,4.80 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
226255,Intel® Core™ i7-1270P Processor,Q1'22,12,4.80 GHz,18 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
226253,Intel® Core™ i7-1280P Processor,Q1'22,14,4.80 GHz,24 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
226066,Intel® Core™ i7-12650H Processor,Q1'22,10,4.70 GHz,24 MB Intel® Smart Cache,Intel® UHD Graphics for 12th Gen Intel® Processors
134591,Intel® Core™ i7-12700 Processor,Q1'22,12,4.90 GHz,25 MB Intel® Smart Cache,Intel® UHD Graphics 770
132219,Intel® Core™ i7-12700E Processor,Q1'22,12,4.80 GHz,25 MB Intel® Smart Cache,Intel® UHD Graphics 770
134592,Intel® Core™ i7-12700F Processor,Q1'22,12,4.90 GHz,25 MB Intel® Smart Cache,
132228,Intel® Core™ i7-12700H Processor,Q1'22,14,4.70 GHz,24 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
134596,Intel® Core™ i7-12700T Processor,Q1'22,12,4.70 GHz,25 MB Intel® Smart Cache,Intel® UHD Graphics 770
132216,Intel® Core™ i7-12700TE Processor,Q1'22,12,4.60 GHz,25 MB Intel® Smart Cache,Intel® UHD Graphics 770
226059,Intel® Core™ i7-12800H Processor,Q1'22,14,4.80 GHz,24 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
226055,Intel® Core™ i7-12800HE Processor,Q1'22,14,,24 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
134594,Intel® Core™ i7-12700K Processor,Q4'21,12,5.00 GHz,25 MB Intel® Smart Cache,Intel® UHD Graphics 770
134595,Intel® Core™ i7-12700KF Processor,Q4'21,12,5.00 GHz,25 MB Intel® Smart Cache,
