Product ID,Product Name,MemoryOverclockingSupport,PCI Express Revision,USB Revision
208266,Intel® C621A Chipset,,Gen 3,3
208267,Intel® C627A Chipset,,Gen 3,3
208268,Intel® C629A Chipset,,Gen 3,3
149402,Intel® C629 Chipset,,Gen 3,3
97338,Intel® C621 Chipset,,Gen 3,3
97340,Intel® C622 Chipset,,Gen 3,3
97341,Intel® C624 Chipset,,Gen 3,3
97342,Intel® C625 Chipset,,Gen 3,3
97339,Intel® C626 Chipset,,Gen 3,3
97343,Intel® C627 Chipset,,Gen 3,3
97337,Intel® C628 Chipset,,Gen 3,3
