Product ID,Product Name,Marketing Status,Chassis Form Factor,ProcessorIncluded
99831,Intel® Server Chassis R1208WFXXX,Discontinued,"1U, Spread Core Rack",
99079,Intel® Server Chassis R1304WFXXX,Discontinued,"1U, Spread Core Rack",
