Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
93337,Intel® Core™ i5-6585R Processor,Q2'16,4,3.60 GHz,6 MB,Intel® Iris® Pro Graphics 580
93338,Intel® Core™ i5-6685R Processor,Q2'16,4,3.80 GHz,6 MB,Intel® Iris® Pro Graphics 580
93335,Intel® Core™ i5-6350HQ Processor,Q1'16,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 580
93277,Intel® Core™ i5-6402P Processor,Q4'15,4,3.40 GHz,6 MB,Intel® HD Graphics 510
90425,Intel® Core™ i5-6440EQ Processor,Q4'15,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
90617,Intel® Core™ i5-6442EQ Processor,Q4'15,4,2.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
88186,Intel® Core™ i5-6500TE Processor,Q4'15,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
88193,Intel® Core™ i5-6200U Processor,Q3'15,2,2.80 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 520
91160,Intel® Core™ i5-6260U Processor,Q3'15,2,2.90 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 540
91166,Intel® Core™ i5-6267U Processor,Q3'15,2,3.30 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 550
91164,Intel® Core™ i5-6287U Processor,Q3'15,2,3.50 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 550
88959,Intel® Core™ i5-6300HQ Processor,Q3'15,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
88190,Intel® Core™ i5-6300U Processor,Q3'15,2,3.00 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 520
91156,Intel® Core™ i5-6360U Processor,Q3'15,2,3.10 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 540
88185,Intel® Core™ i5-6400 Processor,Q3'15,4,3.30 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
88187,Intel® Core™ i5-6400T Processor,Q3'15,4,2.80 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
88962,Intel® Core™ i5-6440HQ Processor,Q3'15,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
88184,Intel® Core™ i5-6500 Processor,Q3'15,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
88183,Intel® Core™ i5-6500T Processor,Q3'15,4,3.10 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
88188,Intel® Core™ i5-6600 Processor,Q3'15,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
88189,Intel® Core™ i5-6600T Processor,Q3'15,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
88191,Intel® Core™ i5-6600K Processor,Q3'15,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 530
