Section,Key,Value
Retired and discontinued,,
"Intel® Pentium® Processor 1405 v2 (6M Cache, 1.40 GHz) FC-LGA12A, Tray",Ordering Code,CM8063401294304
"Intel® Pentium® Processor 1405 v2 (6M Cache, 1.40 GHz) FC-LGA12A, Tray",Spec Code,SR1AW
"Intel® Pentium® Processor 1405 v2 (6M Cache, 1.40 GHz) FC-LGA12A, Tray",Shipping Media,TRAY
"Intel® Pentium® Processor 1405 v2 (6M Cache, 1.40 GHz) FC-LGA12A, Tray",Stepping,S1
"Intel® Pentium® Processor 1405 v2 (6M Cache, 1.40 GHz) FC-LGA12A, Tray",MDDS Content IDs,708610
"Intel® Pentium® Processor 1405 v2 (6M Cache, 1.40 GHz) FC-LGA12A, Tray",PCN Content IDs,"799624,798742,802395,799685,813820,799686,805104,806401,809472,812026,813833"
"Intel® Pentium® Processor 1405 v2 (6M Cache, 1.40 GHz) FC-LGA12A, Tray",Recommended Customer Price,$156.00
Trade Compliance Information,ECCN,5A992.C
Trade Compliance Information,CCATS,G077159
Trade Compliance Information,US HTS,8542310050
