Product ID,Product Name,Launch Date,Marketing Status,Board Form Factor,Chassis Form Factor,Socket
199937,Intel® Server System M20MYP1UR,Q2'20,Discontinued,SSI EEB (12 x 13 in),1U Rack,Socket P
