Product ID,Product Name,Launch Date,Logic Elements (LE),Ordering Part Number
236392,Intel® MAX® 10 FPGA 10M50 Evaluation Kit,2014,50000,DK-DEV-10M50F484-B
147262,Intel® MAX® 10 FPGA Development Kit,2014,50000,DK-DEV-10M50-A
147264,MAX® II FPGA Development Kit,2014,1270,DK-MAXII-1270N
147263,MAX® V FPGA Development Kit,2010,570,DK-DEV-5M570ZN
