Product ID,Product Name,Launch Date,Logic Elements (LE),Digital Signal Processing (DSP) Blocks,Maximum Embedded Memory,Maximum User I/O Count†,Package Options
210282,Intel® Stratix® 10 TX 1100 FPGA,Q1'18,1325000,2592,114 Mb,440,"F1760, F2397"
210277,Intel® Stratix® 10 TX 1650 FPGA,Q1'18,1679000,3326,223.5 Mb,440,F2397
210279,Intel® Stratix® 10 TX 2100 FPGA,Q1'18,2073000,3960,239.5 Mb,440,F2397
210278,Intel® Stratix® 10 TX 2500 FPGA,Q1'18,2422000,5011,208 Mb,440,"F2397, F2912"
210283,Intel® Stratix® 10 TX 2800 FPGA,Q1'18,2753000,5760,244 Mb,440,"F2397, F2912"
210281,Intel® Stratix® 10 TX 400 FPGA,Q1'18,378000,648,32 Mb,392,F1152
210280,Intel® Stratix® 10 TX 850 FPGA,Q1'18,841000,2016,72 Mb,440,"F1760, F2397"
