Product ID,Product Name,MemoryOverclockingSupport,PCI Express Revision,USB Revision
63984,Intel® C602 Chipset,,2.0,2.0
66243,Intel® C602J Chipset,,2.0,2.0
63985,Intel® C604 Chipset,,2.0,2.0
63986,Intel® C606 Chipset,,2.0,2.0
63987,Intel® C608 Chipset,,2.0,2.0
