Product ID,Product Name,Launch Date,Total Cores,ClockSpeedMax,Processor Base Frequency,Cache,TDP
75193,Intel® Celeron® Processor 1005M,Q3'13,2,,1.90 GHz,2 MB,35 W
75192,Intel® Celeron® Processor 1017U,Q3'13,2,,1.60 GHz,2 MB,17 W
75102,Intel® Celeron® Processor 1019Y,Q2'13,2,,1.00 GHz,2 MB,10 W
72060,Intel® Celeron® Processor 1000M,Q1'13,2,,1.80 GHz,2 MB Intel® Smart Cache,35 W
72061,Intel® Celeron® Processor 1007U,Q1'13,2,,1.50 GHz,2 MB Intel® Smart Cache,17 W
74344,Intel® Celeron® Processor 1020E,Q1'13,2,,2.20 GHz,2 MB Intel® Smart Cache,35 W
71994,Intel® Celeron® Processor 1020M,Q1'13,2,,2.10 GHz,2 MB Intel® Smart Cache,35 W
71995,Intel® Celeron® Processor 1037U,Q1'13,2,,1.80 GHz,2 MB Intel® Smart Cache,17 W
74345,Intel® Celeron® Processor 1047UE,Q1'13,2,,1.40 GHz,2 MB Intel® Smart Cache,17 W
