Product ID,Product Name,Launch Date,Total Cores,ClockSpeedMax,Cache,GPU Name‡
236846,Intel® Processor 300,Q1'24,2,,6 MB Intel® Smart Cache,Intel® UHD Graphics 710
236852,Intel® Processor 300T,Q1'24,2,,6 MB Intel® Smart Cache,Intel® UHD Graphics 710
