Product ID,Product Name,Supports Overclocking,PCI Express Revision,USB Revision
241152,Intel® B860 Chipset,Memory,4.0,"3.2, 2.0"
241150,Intel® H810 Chipset,,4.0,"3.2, 2.0"
240125,Intel® Q870 Chipset,,4.0,"3.2, 2.0"
241151,Intel® W880 Chipset,Memory,4.0,"3.2, 2.0"
237777,Intel® Z890 Chipset,"IA, BCLK, Memory",4.0,"3.2, 2.0"
