Product ID,Product Name,Launch Date,Wi-Fi CERTIFIED*,Max Speed,WifiBandwith,TX/RX Streams
230079,Intel® Wi-Fi 7 BE201,Q2'24,Wi-Fi 7,5.8 Gbps,,"2x2, 320 MHz, 4096 QAM"
230078,Intel® Wi-Fi 7 BE200,Q3'23,Wi-Fi7,"5.8 Gbps (320MHz,4096QAM)",,2x2
234444,Intel® Wi-Fi 7 BE202,Q3'23,Wi-Fi 7,2.4 Gbps,,"2x2, 160 MHz, 1024 QAM"
