Product ID,Product Name,Marketing Status,Board Form Factor,Chassis Form Factor,Socket,TDP
88290,Intel® Server Board S2600KPFR,Discontinued,"Custom 6.4"" x 17.7""",Rack,Socket R3,160 W
88289,Intel® Server Board S2600KPR,Discontinued,"Custom 6.4"" x 17.7""",Rack,Socket R3,160 W
93174,Intel® Server Board S2600KPTR,Discontinued,"Custom 6.4"" x 17.7""",Rack,Socket R3,160 W
78566,Intel® Server Board S2600KP,Discontinued,"Custom 6.4"" x 17.7""",Rack,Socket R3,160 W
79086,Intel® Server Board S2600KPF,Discontinued,"Custom 6.4"" x 17.7""",Rack,Socket R3,160 W
