Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Processor Base Frequency,Cache,TDP
139940,Intel® Xeon® Gold 6138P Processor,Q2'18,20,3.70 GHz,2.00 GHz,27.5 MB L3 Cache,195 W
123546,Intel® Xeon® Bronze 3104 Processor,Q3'17,6,,1.70 GHz,8.25 MB L3 Cache,85 W
123540,Intel® Xeon® Bronze 3106 Processor,Q3'17,8,,1.70 GHz,11 MB L3 Cache,85 W
120484,Intel® Xeon® Gold 5115 Processor,Q3'17,10,3.20 GHz,2.40 GHz,13.75 MB L3 Cache,85 W
120473,Intel® Xeon® Gold 5118 Processor,Q3'17,12,3.20 GHz,2.3 GHz,16.5 MB L3 Cache,105 W
126154,Intel® Xeon® Gold 5119T Processor,Q3'17,14,3.20 GHz,1.90 GHz,19.25 MB L3 Cache,85 W
120474,Intel® Xeon® Gold 5120 Processor,Q3'17,14,3.20 GHz,2.20 GHz,19.25 MB L3 Cache,105 W
120477,Intel® Xeon® Gold 5120T Processor,Q3'17,14,3.20 GHz,2.20 GHz,19.25 MB L3 Cache,105 W
120475,Intel® Xeon® Gold 5122 Processor,Q3'17,4,3.70 GHz,3.60 GHz,16.5 MB L3 Cache,105 W
120483,Intel® Xeon® Gold 6126 Processor,Q3'17,12,3.70 GHz,2.60 GHz,19.25 MB L3 Cache,125 W
123689,Intel® Xeon® Gold 6126F Processor,Q3'17,12,3.70 GHz,2.60 GHz,19.25 MB L3 Cache,135 W
123548,Intel® Xeon® Gold 6126T Processor,Q3'17,12,3.70 GHz,2.60 GHz,19.25 MB L3 Cache,125 W
120482,Intel® Xeon® Gold 6128 Processor,Q3'17,6,3.70 GHz,3.40 GHz,19.25 MB L3 Cache,115 W
120492,Intel® Xeon® Gold 6130 Processor,Q3'17,16,3.70 GHz,2.10 GHz,22 MB L3 Cache,125 W
123688,Intel® Xeon® Gold 6130F Processor,Q3'17,16,3.70 GHz,2.10 GHz,22 MB L3 Cache,135 W
123545,Intel® Xeon® Gold 6130T Processor,Q3'17,16,3.70 GHz,2.10 GHz,22 MB L3 Cache,125 W
123541,Intel® Xeon® Gold 6132 Processor,Q3'17,14,3.70 GHz,2.60 GHz,19.25 MB L3 Cache,140 W
120493,Intel® Xeon® Gold 6134 Processor,Q3'17,8,3.70 GHz,3.20 GHz,24.75 MB L3 Cache,130 W
120479,Intel® Xeon® Gold 6136 Processor,Q3'17,12,3.70 GHz,3.00 GHz,24.75 MB L3 Cache,150 W
120476,Intel® Xeon® Gold 6138 Processor,Q3'17,20,3.70 GHz,2.00 GHz,27.5 MB L3 Cache,125 W
123686,Intel® Xeon® Gold 6138F Processor,Q3'17,20,3.70 GHz,2.00 GHz,27.5 MB L3 Cache,135 W
123542,Intel® Xeon® Gold 6138T Processor,Q3'17,20,3.70 GHz,2.00 GHz,27.5 MB L3 Cache,125 W
120485,Intel® Xeon® Gold 6140 Processor,Q3'17,18,3.70 GHz,2.30 GHz,24.75 MB L3 Cache,140 W
120487,Intel® Xeon® Gold 6142 Processor,Q3'17,16,3.70 GHz,2.60 GHz,22 MB L3 Cache,150 W
123685,Intel® Xeon® Gold 6142F Processor,Q3'17,16,3.70 GHz,2.60 GHz,22 MB L3 Cache,160 W
124943,Intel® Xeon® Gold 6144 Processor,Q3'17,8,4.20 GHz,3.50 GHz,24.75 MB L3 Cache,150 W
124942,Intel® Xeon® Gold 6146 Processor,Q3'17,12,4.20 GHz,3.20 GHz,24.75 MB L3 Cache,165 W
120489,Intel® Xeon® Gold 6148 Processor,Q3'17,20,3.70 GHz,2.40 GHz,27.5 MB L3 Cache,150 W
123690,Intel® Xeon® Gold 6148F Processor,Q3'17,20,3.70 GHz,2.40 GHz,27.5 MB L3 Cache,160 W
120490,Intel® Xeon® Gold 6150 Processor,Q3'17,18,3.70 GHz,2.70 GHz,24.75 MB L3 Cache,165 W
120491,Intel® Xeon® Gold 6152 Processor,Q3'17,22,3.70 GHz,2.10 GHz,30.25 MB L3 Cache,140 W
120495,Intel® Xeon® Gold 6154 Processor,Q3'17,18,3.70 GHz,3.00 GHz,24.75 MB L3 Cache,200 W
120497,Intel® Xeon® Platinum 8153 Processor,Q3'17,16,2.80 GHz,2.00 GHz,22 MB L3 Cache,125 W
120499,Intel® Xeon® Platinum 8156 Processor,Q3'17,4,3.70 GHz,3.60 GHz,16.5 MB L3 Cache,105 W
120500,Intel® Xeon® Platinum 8158 Processor,Q3'17,12,3.70 GHz,3.00 GHz,24.75 MB L3 Cache,150 W
120501,Intel® Xeon® Platinum 8160 Processor,Q3'17,24,3.70 GHz,2.10 GHz,33 MB L3 Cache,150 W
123687,Intel® Xeon® Platinum 8160F Processor,Q3'17,24,3.70 GHz,2.10 GHz,33 MB L3 Cache,160 W
123543,Intel® Xeon® Platinum 8160T Processor,Q3'17,24,3.70 GHz,2.10 GHz,33 MB L3 Cache,150 W
120503,Intel® Xeon® Platinum 8164 Processor,Q3'17,26,3.70 GHz,2.00 GHz,35.75 MB L3 Cache,150 W
120504,Intel® Xeon® Platinum 8168 Processor,Q3'17,24,3.70 GHz,2.70 GHz,33 MB L3 Cache,205 W
120506,Intel® Xeon® Platinum 8170 Processor,Q3'17,26,3.70 GHz,2.10 GHz,35.75 MB L3 Cache,165 W
120508,Intel® Xeon® Platinum 8176 Processor,Q3'17,28,3.80 GHz,2.10 GHz,38.5 MB L3 Cache,165 W
125056,Intel® Xeon® Platinum 8176F Processor,Q3'17,28,3.80 GHz,2.10 GHz,38.5 MB L3 Cache,173 W
120496,Intel® Xeon® Platinum 8180 Processor,Q3'17,28,3.80 GHz,2.50 GHz,38.5 MB L3 Cache,205 W
123544,Intel® Xeon® Silver 4108 Processor,Q3'17,8,3.00 GHz,1.80 GHz,11 MB L3 Cache,85 W
123549,Intel® Xeon® Silver 4109T Processor,Q3'17,8,3.00 GHz,2.00 GHz,11 MB L3 Cache,70 W
123547,Intel® Xeon® Silver 4110 Processor,Q3'17,8,3.00 GHz,2.10 GHz,11 MB L3 Cache,85 W
123551,Intel® Xeon® Silver 4112 Processor,Q3'17,4,3.00 GHz,2.60 GHz,8.25 MB L3 Cache,85 W
123550,Intel® Xeon® Silver 4114 Processor,Q3'17,10,3.00 GHz,2.20 GHz,13.75 MB L3 Cache,85 W
126153,Intel® Xeon® Silver 4114T Processor,Q3'17,10,3.00 GHz,2.20 GHz,13.75 MB L3 Cache,85 W
120481,Intel® Xeon® Silver 4116 Processor,Q3'17,12,3.00 GHz,2.10 GHz,16.5 MB L3 Cache,85 W
126155,Intel® Xeon® Silver 4116T Processor,Q3'17,12,3.00 GHz,2.10 GHz,16.5 MB L3 Cache,85 W
