Product ID,Product Name,Launch Date,Marketing Status,FormFactor,ServerSystemType,SupportedCPUSocket
230218,1U 1Slot Riser 2 & 1Slot Riser 2 Interposer FCP1URISER2KIT,Q1'23,Discontinued,,,
229749,1U PCIe Riser 1 FCP1URISER1  (1Slot),Q1'23,Discontinued,,,
229750,1U PCIe Riser 2 FCP1URISER2  (1Slot),Q1'23,Discontinued,,,
230220,2U 1Slot Riser1 Retimer FCP2URISER1RTM,Q1'23,Discontinued,,,
230222,2U 2Slots Riser1 Double-Width FCP2URISER1DW,Q1'23,Discontinued,,,
230223,2U 2Slots Riser1 Single-Width FCP2URISER1SW,Q1'23,Discontinued,,,
230227,2U 2Slots Riser2 Double-Width FCP2URISER2DW,Q1'23,Discontinued,,,
230230,2U 2Slots Riser2 Single-Width FCP2URISER2SW,Q1'23,Discontinued,,,
230226,2U 3Slots Riser1 FCP2URISER1STD,Q1'23,Discontinued,,,
230232,2U 3Slots Riser2 FCP2URISER2STD,Q1'23,Discontinued,,,
230234,2U 3Slots Riser3 FCP2URISER3STD,Q1'23,Discontinued,,,
217627,2U PCIe Riser  (Single Width) CYP2URISER1SNL,Q2'22,Discontinued,,,
217629,2U PCIe Riser  (Single Width) CYP2URISER2SNL,Q2'22,Discontinued,,,
214864,1U PCIe Riser CYP1URISER2KIT,Q2'21,Discontinued,,,
214861,1U PCIe Riser CYP1URISER2STD,Q2'21,Discontinued,,,
214862,1U PCIe Riser CYPRISER3RTM,Q2'21,Discontinued,,,
214859,1U Spare PCIe Riser CYP1URISER1STD,Q2'21,Discontinued,,,
214847,2U PCIe Riser CYP2URISER1RTM,Q2'21,Discontinued,,,
214846,2U PCIe Riser CYP2URISER1STD,Q2'21,Discontinued,,,
214852,2U PCIe Riser CYP2URISER2STD,Q2'21,Discontinued,,,
214856,2U PCIe Riser CYP2URISER3STD,Q2'21,Discontinued,,,
214850,2U PCIe Riser  (Double Width) CYP2URISER1DBL,Q2'21,Discontinued,,,
214854,2U PCIe Riser  (Double Width) CYP2URISER2DBL,Q2'21,Discontinued,,,
93473,1U PCI Express x16 Riser Card for Low-profile PCIe* Card AHW1URISER1  (Slot 1),Q3'17,Discontinued,,,
93476,1U PCI Express x16 Riser Card for Low-profile PCIe* Card and M.2 Device AHW1UM2RISER2  (Slot 2),Q3'17,Discontinued,,,
124463,1U PCIe x16 1-slot Riser Card F1UL16RISER3,Q3'17,Discontinued,,,
91524,Accessory RoHS Compliant 1U Riser AXX1UPCIEX16R2,Q2'16,Discontinued,,,
88302,1U PCI Express rIOM Riser and rIOM Carrier Board with M.2 Support Kit AXXKPTPM2IOM,Q3'15,Discontinued,,,
81881,1U PCI Express rIOM Riser and rIOM Carrier Board Kit AXXKPTPIOM,Q4'14,Discontinued,,,
81783,2U Spare Short Riser A2UX8X4RISER,Q4'14,Discontinued,,,
67773,1U x8 Riser A1UL8RISER,Q3'12,Discontinued,,,
65407,Accessory riser card AXX2UPCIEX16,Q2'12,Discontinued,,,
65408,Accessory riser card AXX2UPCIEX8X4,Q2'12,Discontinued,,,
60243,2U PCIE Riser A2UL16RISER  (x16),Q1'12,Discontinued,,,
60241,2U PCIE Riser A2UL8RISER  (3 Slot),Q1'12,Discontinued,,,
60242,2U PCIE/X Riser A2ULPCIXRISER  (PCI-X),Q1'12,Discontinued,,,
51283,1U PCI Express Riser Assembly AXXPCIE16RISER,Q1'09,Discontinued,,,
51281,Five Slot PCI-Express Active Riser ASR26XXFHLPR,Q1'09,Discontinued,,,
51279,Five Slot PCI-Express Active Riser with PCI-X Bridge ASR26XXFHXR,Q1'09,Discontinued,,,
51278,Low Profile half-length PCI-Express x8 Riser card AHJTPCIERISER,Q1'09,Discontinued,,,
51282,Three Slot PCI-XRriser Assembly ASR26XXFH3XR,Q1'09,Discontinued,,,
51280,Three Slot Passive PCI-Express Riser ASR26XXFHR,Q1'09,Discontinued,,,
51289,Memory Riser Board BFCMEM,Q3'07,Discontinued,,,
51291,PCI Express Riser Card ASHPCIEUP,Q3'07,Discontinued,,,
51292,Combo PCI Express Riser Card AHJPCIERISER,Q3'06,Discontinued,,,
51290,Combo PCI Express x8 adapter/PCI-X 133 Riser Card AHJPCIRISER,Q3'06,Discontinued,,,
51285,Full Height PCI-Express Riser ADWPCIEXPR,Q2'06,Discontinued,,,
51288,Full Height PCI-Express Riser Card ASR2500FHR,Q2'06,Discontinued,,,
51286,Full Height PCI-X Active Riser Card ADRACTRIS,Q2'06,Discontinued,,,
51284,Full Height PCI-X Riser ADWPCIXR,Q2'06,Discontinued,,,
51287,Full Height PCI-X Riser Card ADRPCIXRIS,Q2'06,Discontinued,,,
51294,Riser Card ASR15XXLPRIS,Q1'06,Discontinued,,,
