Product ID,Product Name,MemoryOverclockingSupport,PCI Express Revision,USB Revision
75516,Intel® C222 Chipset,,2.0,3.0/2.0
75519,Intel® C224 Chipset,,2.0,3.0/2.0
75522,Intel® C226 Chipset,,2.0,3.0/2.0
