Section,Key,Value
Retired and discontinued,,
"Dual RJ-45 port 10GBASE-T IO Module AXX10GBTWLHW2, Single",Ordering Code,AXX10GBTWLHW2
"Dual RJ-45 port 10GBASE-T IO Module AXX10GBTWLHW2, Single",MDDS Content IDs,706563
"Dual RJ-45 port 10GBASE-T IO Module AXX10GBTWLHW2, Single",PCN Content IDs,810971
Trade Compliance Information,ECCN,5A992.C
Trade Compliance Information,CCATS,G145323
Trade Compliance Information,US HTS,8517620090
