Product ID,Product Name,Launch Date,LogicElements,DigitalSignalProcessingBlocks,EmbeddedMemoryMax,UserIOMax,Package Options
210267,MAX® II EPM240Z CPLD,Q1'14,,,,,"M68, M100"
