Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
87713,Intel® Core™ i5-5350H Processor,Q2'15,2,3.50 GHz,4 MB,Intel® Iris® Pro Graphics 6200
87714,Intel® Core™ i5-5575R Processor,Q2'15,4,3.30 GHz,4 MB,Intel® Iris® Pro Graphics 6200
88095,Intel® Core™ i5-5675C Processor,Q2'15,4,3.60 GHz,4 MB,Intel® Iris® Pro Graphics 6200
87715,Intel® Core™ i5-5675R Processor,Q2'15,4,3.60 GHz,4 MB,Intel® Iris® Pro Graphics 6200
85212,Intel® Core™ i5-5200U Processor,Q1'15,2,2.70 GHz,3 MB,Intel® HD Graphics 5500
84984,Intel® Core™ i5-5250U Processor,Q1'15,2,2.70 GHz,3 MB,Intel® HD Graphics 6000
84985,Intel® Core™ i5-5257U Processor,Q1'15,2,3.10 GHz,3 MB,Intel® Iris® Graphics 6100
84988,Intel® Core™ i5-5287U Processor,Q1'15,2,3.30 GHz,3 MB,Intel® Iris® Graphics 6100
85213,Intel® Core™ i5-5300U Processor,Q1'15,2,2.90 GHz,3 MB,Intel® HD Graphics 5500
84990,Intel® Core™ i5-5350U Processor,Q1'15,2,2.90 GHz,3 MB,Intel® HD Graphics 6000
