Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
232143,Intel® Core™ i5-1334U Processor,Q1'23,10,4.60 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
232153,Intel® Core™ i5-1335U Processor,Q1'23,10,4.6 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
233389,Intel® Core™ i5-1335UE Processor,Q1'23,10,4.50 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
230495,Intel® Core™ i5-13400 Processor,Q1'23,10,4.60 GHz,20 MB Intel® Smart Cache,Intel® UHD Graphics 730
232148,Intel® Core™ i5-13400E Processor,Q1'23,10,4.60 GHz,20 MB Intel® Smart Cache,Intel® UHD Graphics 730
230501,Intel® Core™ i5-13400F Processor,Q1'23,10,4.60 GHz,20 MB Intel® Smart Cache,
230577,Intel® Core™ i5-13400T Processor,Q1'23,10,4.40 GHz,20 MB Intel® Smart Cache,Intel® UHD Graphics 730
232126,Intel® Core™ i5-1340P Processor,Q1'23,12,4.60 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
232157,Intel® Core™ i5-1340PE Processor,Q1'23,12,4.50 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
232173,Intel® Core™ i5-13420H Processor,Q1'23,8,4.60 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics for 13th Gen Intel® Processors
232132,Intel® Core™ i5-13450HX Processor,Q1'23,10,4.60 GHz,20 MB Intel® Smart Cache,Intel® UHD Graphics for 13th Gen Intel® Processors
232127,Intel® Core™ i5-1345U Processor,Q1'23,10,4.7 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
233392,Intel® Core™ i5-1345UE Processor,Q1'23,10,4.60 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
235940,Intel® Core™ i5-1345URE Processor,Q1'23,10,4.60 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
230580,Intel® Core™ i5-13500 Processor,Q1'23,14,4.80 GHz,24 MB Intel® Smart Cache,Intel® UHD Graphics 770
232134,Intel® Core™ i5-13500E Processor,Q1'23,14,4.60 GHz,24 MB Intel® Smart Cache,Intel® UHD Graphics 770
232147,Intel® Core™ i5-13500H Processor,Q1'23,12,4.7 GHz,18 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
233458,Intel® Core™ i5-13500H Processor,Q1'23,12,4.70 GHz,18 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
232156,Intel® Core™ i5-13500HX Processor,Q1'23,14,4.70 GHz,24 MB Intel® Smart Cache,Intel® UHD Graphics for 13th Gen Intel® Processors
230578,Intel® Core™ i5-13500T Processor,Q1'23,14,4.60 GHz,24 MB Intel® Smart Cache,Intel® UHD Graphics 770
232108,Intel® Core™ i5-13500TE Processor,Q1'23,14,4.50 GHz,24 MB Intel® Smart Cache,Intel® UHD Graphics 770
232107,Intel® Core™ i5-13505H Processor,Q1'23,12,4.70 GHz,18 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
232103,Intel® Core™ i5-1350P Processor,Q1'23,12,4.70 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
232133,Intel® Core™ i5-1350PE Processor,Q1'23,12,4.60 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
230574,Intel® Core™ i5-13600 Processor,Q1'23,14,5 GHz,24 MB Intel® Smart Cache,Intel® UHD Graphics 770
232145,Intel® Core™ i5-13600H Processor,Q1'23,12,4.8 GHz,18 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
232152,Intel® Core™ i5-13600HE Processor,Q1'23,12,4.80 GHz,18 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
232154,Intel® Core™ i5-13600HX Processor,Q1'23,14,4.80 GHz,24 MB Intel® Smart Cache,Intel® UHD Graphics for 13th Gen Intel® Processors
230573,Intel® Core™ i5-13600T Processor,Q1'23,14,4.8 GHz,24 MB Intel® Smart Cache,Intel® UHD Graphics 770
235077,Intel® Core™ i5-1350PRE Processor,Q1'23,12,4.60 GHz,12 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
235071,Intel® Core™ i5-13600HRE Processor,Q1'23,12,4.80 GHz,18 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
230493,Intel® Core™ i5-13600K Processor,Q4'22,14,5.1 GHz,24 MB Intel® Smart Cache,Intel® UHD Graphics 770
230494,Intel® Core™ i5-13600KF Processor,Q4'22,14,5.1 GHz,24 MB Intel® Smart Cache,
