Product ID,Product Name,Launch Date,Total Cores,ClockSpeedMax,Processor Base Frequency,Cache,TDP
217370,Intel® Celeron® 6600HE Processor,Q3'21,2,,2.60 GHz,8 MB Intel® Smart Cache,35 W
208646,Intel® Celeron® 6305 Processor,Q4'20,2,,,4 MB Intel® Smart Cache,
208072,Intel® Celeron® 6305E Processor,Q4'20,2,,1.80 GHz,4 MB Intel® Smart Cache,15 W
