Product ID,Product Name,Marketing Status,Board Form Factor,Chassis Form Factor,Socket,TDP
88278,Intel® Server Board S2600CW2R,Discontinued,"SSI EEB 12"" x 13""",Rack or Pedestal,Socket R3,145 W
88276,Intel® Server Board S2600CW2SR,Discontinued,"SSI EEB 12"" x 13""",Rack or Pedestal,Socket R3,145 W
88275,Intel® Server Board S2600CWTR,Discontinued,"SSI EEB 12"" x 13""",Rack or Pedestal,Socket R3,145 W
88273,Intel® Server Board S2600CWTSR,Discontinued,"SSI EEB 12"" x 13""",Rack or Pedestal,Socket R3,145 W
83029,Intel® Server Board S2600CW2S,Discontinued,"SSI EEB 12"" x 13""",Rack or Pedestal,Socket R3,145 W
83028,Intel® Server Board S2600CWT,Discontinued,"SSI EEB 12"" x 13""",Rack or Pedestal,Socket R3,145 W
83030,Intel® Server Board S2600CWTS,Discontinued,"SSI EEB 12"" x 13""",Rack or Pedestal,Socket R3,145 W
83027,Intel® Server Board S2600CW2,Discontinued,"SSI EEB 12"" x 13""",Rack or Pedestal,Socket R3,145 W
