Section,Key,Value
Ordering and Spec Information,,
"Intel® Wi-Fi 6 AX203, 2230, 2x2 AX+BT, No vPro®",Ordering Code,AX203.NGWG.NV
"Intel® Wi-Fi 6 AX203, 2230, 2x2 AX+BT, No vPro®",MDDS Content IDs,758665
"Intel® Wi-Fi 6 AX203, 2230, 2x2 AX+BT, No vPro®",PCN Content IDs,831932
"Intel® Wi-Fi 6 AX203, 2230, 2x2 AX+BT, No vPro®",Recommended Customer Price,$8.29
"Intel® Wi-Fi 6 AX203, 1216, 2x2 AX+BT, No vPro®",Ordering Code,AX203.D2WG.NV
"Intel® Wi-Fi 6 AX203, 1216, 2x2 AX+BT, No vPro®",MDDS Content IDs,764531
"Intel® Wi-Fi 6 AX203, 1216, 2x2 AX+BT, No vPro®",PCN Content IDs,"799725,831869"
"Intel® Wi-Fi 6 AX203, 1216, 2x2 AX+BT, No vPro®",Recommended Customer Price,$8.29
Trade Compliance Information,ECCN,5A991.B.4
Trade Compliance Information,CCATS,NA
Trade Compliance Information,US HTS,8517620090
