Product ID,Product Name,MemoryOverclockingSupport,PCI Express Revision,USB Revision
52803,Intel® C202 Chipset,,2.0,2.0
52804,Intel® C204 Chipset,,2.0,2.0
52805,Intel® C206 Chipset,,2.0,2.0
