Product ID,Product Name,Marketing Status,Board Form Factor,Chassis Form Factor,Socket,TDP
128506,Intel® Server Board S7200APR,Discontinued,"Custom 6.8"" x 14.2""",2U Rack,LGA 3647-1,320 W
87430,Intel® Server Board S7200AP,Discontinued,"Custom 6.8"" x 14.2""",2U Rack,LGA 3647-1,215 W
95779,Intel® Server Board S7200APL,Discontinued,"Custom 6.8"" x 14.2""",2U Rack,LGA 3647-1,215 W
