Product ID,Product Name,Launch Date,Logic Elements (LE),Digital Signal Processing (DSP) Blocks,Maximum Embedded Memory,Maximum User I/O Count†,Package Options
210313,Stratix® V 5SEE9 FPGA,2010,840000,352,61.67 Mb,840,"F1517, F1932"
210314,Stratix® V 5SEEB FPGA,2010,952000,352,62.96 Mb,840,"F1517, F1932"
