Product ID,Product Name,Launch Date,Marketing Status,FormFactor,ServerSystemType,SupportedCPUSocket
232209,Accelerator Card Kit DNPACCLBZPVC,Q1'23,Discontinued,,,
214832,Accelerator Card Kit TNPACCLBZA100,Q2'21,Discontinued,,,
210532,Accelerator Card Kit TNPACCLBZDC,Q2'21,Discontinued,,,
210534,Accelerator Card Kit TNPACCLBZV100,Q2'21,Discontinued,,,
124458,4-Port PCIe Gen3 x16 Retimer AIC AXXP3RTX16040,Q2'18,Discontinued,,,
124457,4-Port PCIe Gen3 x8 Switch AIC AXXP3SWX08040,Q3'17,Discontinued,,,
124459,8-Port PCIe Gen3 x8 Switch AIC AXXP3SWX08080,Q3'17,Discontinued,,,
98092,Intel® Visual Compute Accelerator VCA1585LMV,Q2'17,Discontinued,,,
93478,1U Riser3 Retimer Kit supporting 2x PCIe* SSD drives A1U2PXR3HDAIC  (for Intel® Server System R1000WT family),Q2'16,Discontinued,,,
93477,Low-profile PCIe* Switch Add-in Card with 4x NVMe* SSD AXX4PX8HDAIC,Q2'16,Discontinued,,,
