Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
97540,Intel® Core™ i7-7560U Processor,Q1'17,2,3.80 GHz,4 MB,Intel® Iris® Plus Graphics 640
97541,Intel® Core™ i7-7567U Processor,Q1'17,2,4.00 GHz,4 MB,Intel® Iris® Plus Graphics 650
97537,Intel® Core™ i7-7660U Processor,Q1'17,2,4.00 GHz,4 MB,Intel® Iris® Plus Graphics 640
97128,Intel® Core™ i7-7700 Processor,Q1'17,4,4.20 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 630
97185,Intel® Core™ i7-7700HQ Processor,Q1'17,4,3.80 GHz,6 MB,Intel® HD Graphics 630
97129,Intel® Core™ i7-7700K Processor,Q1'17,4,4.50 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 630
97122,Intel® Core™ i7-7700T Processor,Q1'17,4,3.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 630
97127,Intel® Core™ i7-7820EQ Processor,Q1'17,4,3.70 GHz,8 MB,Intel® HD Graphics 630
97464,Intel® Core™ i7-7820HK Processor,Q1'17,4,3.90 GHz,8 MB,Intel® HD Graphics 630
97496,Intel® Core™ i7-7820HQ Processor,Q1'17,4,3.90 GHz,8 MB,Intel® HD Graphics 630
97462,Intel® Core™ i7-7920HQ Processor,Q1'17,4,4.10 GHz,8 MB,Intel® HD Graphics 630
97466,Intel® Core™ i7-7600U Processor,Q3'16,2,3.90 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 620
95451,Intel® Core™ i7-7500U Processor,Q3'16,2,3.50 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 620
95441,Intel® Core™ i7-7Y75 Processor,Q3'16,2,3.60 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 615
