Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
198389,Intel® Core™ i5-8260U Processor,Q4'19,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics 620
191067,Intel® Core™ i5-8257U Processor,Q3'19,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® Iris® Plus Graphics 645
191070,Intel® Core™ i5-8279U Processor,Q2'19,4,4.10 GHz,6 MB Intel® Smart Cache,Intel® Iris® Plus Graphics 655
193555,Intel® Core™ i5-8365U Processor,Q2'19,4,4.10 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics for 8th Generation Intel® Processors
193559,Intel® Core™ i5-8365UE Processor,Q3'18,4,4.10 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics 620
189912,Intel® Core™ i5-8210Y Processor,Q1'19,2,3.60 GHz,4 MB Intel® Smart Cache,Intel® UHD Graphics 617
185280,Intel® Core™ i5-8200Y Processor,Q3'18,2,3.90 GHz,4 MB Intel® Smart Cache,Intel® UHD Graphics 615
149088,Intel® Core™ i5-8265U Processor,Q3'18,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics for 8th Generation Intel® Processors
148964,Intel® Core™ i5-8305G Processor with Radeon™ Pro WX Vega M GL graphics,Q3'18,4,3.80 GHz,6 MB,Intel® HD Graphics 630
135935,Intel® Core™ i5-8259U Processor,Q2'18,4,3.80 GHz,6 MB Intel® Smart Cache,Intel® Iris® Plus Graphics 655
137980,Intel® Core™ i5-8269U Processor,Q2'18,4,4.20 GHz,6 MB Intel® Smart Cache,Intel® Iris® Plus Graphics 655
134876,Intel® Core™ i5-8300H Processor,Q2'18,4,4.00 GHz,8 MB Intel® Smart Cache,Intel® UHD Graphics 630
140644,"Intel® Core™ i5+8400 Processor  (9M Cache, up to 4.00 GHz) includes Intel® Optane™ Memory",Q2'18,6,4.00 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
134888,Intel® Core™ i5-8400B Processor,Q2'18,6,4.00 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
134877,Intel® Core™ i5-8400H Processor,Q2'18,4,4.20 GHz,8 MB Intel® Smart Cache,Intel® UHD Graphics 630
129940,Intel® Core™ i5-8400T Processor,Q2'18,6,3.30 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
129939,Intel® Core™ i5-8500 Processor,Q2'18,6,4.10 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
140643,"Intel® Core™ i5+8500 Processor  (9M Cache, up to 4.10 GHz) includes Intel® Optane™ Memory",Q2'18,6,4.10 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
134892,Intel® Core™ i5-8500B Processor,Q2'18,6,4.10 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
129941,Intel® Core™ i5-8500T Processor,Q2'18,6,3.50 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
129937,Intel® Core™ i5-8600 Processor,Q2'18,6,4.30 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
129938,Intel® Core™ i5-8600T Processor,Q2'18,6,3.70 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
130408,Intel® Core™ i5-8305G Processor with Radeon™ RX Vega M GL graphics,Q1'18,4,3.80 GHz,6 MB,Intel® HD Graphics 630
126687,Intel® Core™ i5-8400 Processor,Q4'17,6,4.00 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
126685,Intel® Core™ i5-8600K Processor,Q4'17,6,4.30 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
124967,Intel® Core™ i5-8250U Processor,Q3'17,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics 620
124969,Intel® Core™ i5-8350U Processor,Q3'17,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics 620
