Product ID,Product Name,Supports Overclocking,PCI Express Revision,USB Revision
98085,Mobile Intel® HM175 Chipset,"IA, Memory",3.0,"3.0, 2.0"
98083,Mobile Intel® QM175 Chipset,,3.0,"3.0, 2.0"
90584,Mobile Intel® HM170 Chipset,"IA, Memory",3.0,"3.0, 2.0"
90583,Mobile Intel® QM170 Chipset,,3.0,"3.0, 2.0"
