Product ID,Product Name,Launch Date,Marketing Status,FormFactor,ServerSystemType,SupportedCPUSocket
81792,Rack Handle Kit for R2000G Family A2UHANDLKIT,Q4'14,Discontinued,,,
65828,Local Control Panel A1U2ULCP,Q4'12,Discontinued,,,
65830,Local Control Panel A4ULCP,Q4'12,Discontinued,,,
65414,Front IO Panel AUPLWSFIO,Q4'12,Discontinued,,,
60259,Local Control Panel Module AXXLCPANEL,Q1'12,Discontinued,,,
67769,Storage control panel A2USTOPANEL,Q2'12,Discontinued,,,
51193,Local Control Panel Accessory Kit ASR1625LCP,Q1'09,Discontinued,,,
51182,Local Control Panel Accessory Kit ASR2600LCP,Q1'09,Discontinued,,,
51191,Local Control Panel Accessory Kit AXLCPRACK2,Q1'09,Discontinued,,,
51192,Standard Front Panel accessory kit ASR1625FP,Q1'09,Discontinued,,,
51189,Button Control Panel Module AXXBCPMOD2,Q3'07,Discontinued,,,
51190,Local Control Panel AXXLCPMOD2,Q3'07,Discontinued,,,
51184,Local Control Panel ASR1550LCP,Q2'06,Discontinued,,,
51187,Local Control Panel ASR2500LCP,Q2'06,Discontinued,,,
51180,Local Control Panel AXXLCPPED,Q2'06,Discontinued,,,
51183,Local Control Panel AXXLCPRACK,Q2'06,Discontinued,,,
51185,Mini Control Panel ASR1550MINFP,Q2'06,Discontinued,,,
51186,Standard Control Panel ASR1550FP,Q2'06,Discontinued,,,
51188,Standard Control Panel ASR2500FP,Q2'06,Discontinued,,,
51181,Standard Control Panel AXXRACKFP,Q2'06,Discontinued,,,
