Product ID,Product Name,Launch Date,Logic Elements (LE),Ordering Part Number
235235,Intel® Arria® 10 GX FPGA Development Kit  (Production),2013,1150000,DK-DEV-10AX115S-A
235238,Intel® Arria® 10 GX Signal Integrity Development Kit  (Production),2013,1150000,DK-SI-10AX115S-A
235237,Intel® Arria® 10 SX SoC Development Kit  (Production),2013,660000,DK-SOC-10AS066S-E
