Product ID,Product Name,Launch Date,Marketing Status,FormFactor,ServerSystemType,SupportedCPUSocket
85986,Intel® C112 Scalable Memory Buffer,Q2'15,Discontinued,,,
85987,Intel® C114 Scalable Memory Buffer,Q2'15,Discontinued,,,
81773,Intel® C102 Scalable Memory Buffer,Q1'14,Discontinued,,,
81778,Intel® C104 Scalable Memory Buffer,Q1'14,Discontinued,,,
