Product ID,Product Name,Supports Overclocking,PCI Express Revision,USB Revision
189763,Intel® B365 Chipset,,3.0,"3.1, 2.0"
133293,Intel® Z390 Chipset,"IA, BCLK, Memory",3.0,"3.1, 2.0"
133332,Intel® B360 Chipset,,3.0,"3.1, 2.0"
133348,Intel® H310 Chipset,,2.0,"3.1, 2.0"
133284,Intel® H370 Chipset,,3.0,"3.1, 2.0"
133282,Intel® Q370 Chipset,,3.0,"3.1, 2.0"
125903,Intel® Z370 Chipset,"IA, BCLK, Memory",3.0,"3.1, 2.0"
