Product ID,Product Name,Marketing Status,Chassis Form Factor,ProcessorIncluded
232191,Intel® Server Chassis FC2FLC30W0 Full-Width Configuration Liquid-Cooled No PSUs,Discontinued,2U Rack front IO,
232189,Intel® Server Chassis FC2FAC27W0 Full-Width Configuration Air-Cooled No PSUs,Discontinued,2U Rack front IO,
232184,Intel® Server Chassis FC2HAC27W0 Half-Width Configuration Air-Cooled No PSUs,Discontinued,"2U Front IO, 4 node Rack",
232190,Intel® Server Chassis FC2HLC30W0 Half-Width Configuration Liquid-Cooled No PSUs,Discontinued,"2U Front IO, 4 node Rack",
210528,Intel® Server Chassis FC2FAC16W3,Discontinued,"2U Front IO, 4 node Rack",
193126,Intel® Server Chassis FC2HAC16W3,Discontinued,"2U Front IO, 4 node Rack",
195987,Intel® Server Chassis  (2 PSUs 2100W) FC2HAC21W2,Discontinued,"2U Front IO, 4 node Rack",
193124,Intel® Server Chassis FC2HAC21W3,Discontinued,"2U Front IO, 4 node Rack",
193122,Intel® Server Chassis FC2HLC21W3,Discontinued,"2U Front IO, 4 node Rack",
