source,managerCik,managerAddress,managerName,reportCalendarOrQuarter,cusip6,cusip,companyName,value,shares
https://sec.gov/Archives/edgar/data/1000097/0001000097-23-000009.txt,1000097,"152 WEST 57TH STREET, 50TH FLOOR, NEW YORK, NY, 10019","KINGDON CAPITAL MANAGEMENT, L.L.C.",2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,27595080000.0,108000
https://sec.gov/Archives/edgar/data/1000275/0001140361-23-039575.txt,1000275,"ROYAL BANK PLAZA, 200 BAY STREET, TORONTO, A6, M5J2J5",Royal Bank of Canada,2023-06-30,31428X,31428X106,FEDEX CORP,310978000000.0,1254448
https://sec.gov/Archives/edgar/data/1000275/0001140361-23-039575.txt,1000275,"ROYAL BANK PLAZA, 200 BAY STREET, TORONTO, A6, M5J2J5",Royal Bank of Canada,2023-06-30,36241U,36241U106,GSI TECHNOLOGY INC,3000000.0,621
https://sec.gov/Archives/edgar/data/1000275/0001140361-23-039575.txt,1000275,"ROYAL BANK PLAZA, 200 BAY STREET, TORONTO, A6, M5J2J5",Royal Bank of Canada,2023-06-30,64110D,64110D104,NETAPP INC,64395000000.0,842850
https://sec.gov/Archives/edgar/data/1000275/0001140361-23-039575.txt,1000275,"ROYAL BANK PLAZA, 200 BAY STREET, TORONTO, A6, M5J2J5",Royal Bank of Canada,2023-06-30,65249B,65249B109,NEWS CORP NEW,3310000000.0,169733
https://sec.gov/Archives/edgar/data/1000275/0001140361-23-039575.txt,1000275,"ROYAL BANK PLAZA, 200 BAY STREET, TORONTO, A6, M5J2J5",Royal Bank of Canada,2023-06-30,654106,654106103,NIKE INC,619663000000.0,5614425
https://sec.gov/Archives/edgar/data/1000275/0001140361-23-039575.txt,1000275,"ROYAL BANK PLAZA, 200 BAY STREET, TORONTO, A6, M5J2J5",Royal Bank of Canada,2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,755714000000.0,2957674
https://sec.gov/Archives/edgar/data/1000275/0001140361-23-039575.txt,1000275,"ROYAL BANK PLAZA, 200 BAY STREET, TORONTO, A6, M5J2J5",Royal Bank of Canada,2023-06-30,958102,958102105,WESTERN DIGITAL CORP.,54387000000.0,1433857
https://sec.gov/Archives/edgar/data/1001085/0000950123-23-007958.txt,1001085,"BROOKFIELD PLACE, 181 BAY ST, STE 100, PO BOX 762, TORONTO, A6, M5J2T3",BROOKFIELD Corp /ON/,2023-06-30,654106,654106103,NIKE INC,287514000.0,2605
https://sec.gov/Archives/edgar/data/1001085/0000950123-23-007958.txt,1001085,"BROOKFIELD PLACE, 181 BAY ST, STE 100, PO BOX 762, TORONTO, A6, M5J2T3",BROOKFIELD Corp /ON/,2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,9120685000.0,35696
https://sec.gov/Archives/edgar/data/1002152/0001085146-23-002974.txt,1002152,"706 SECOND AVENUE SOUTH, SUITE 400, MINNEAPOLIS, MN, 55402","COMPASS CAPITAL MANAGEMENT, INC",2023-06-30,31428X,31428X106,FEDEX CORP,58051792000.0,234174
https://sec.gov/Archives/edgar/data/1002784/0001387131-23-009542.txt,1002784,"1875 Lawrence Street, Suite 300, Denver, CO, 80202-1805",SHELTON CAPITAL MANAGEMENT,2023-06-30,31428X,31428X106,FEDEX CORP,441262000.0,1780
https://sec.gov/Archives/edgar/data/1002784/0001387131-23-009542.txt,1002784,"1875 Lawrence Street, Suite 300, Denver, CO, 80202-1805",SHELTON CAPITAL MANAGEMENT,2023-06-30,64110D,64110D104,NETAPP INC,2989085000.0,39124
https://sec.gov/Archives/edgar/data/1002784/0001387131-23-009542.txt,1002784,"1875 Lawrence Street, Suite 300, Denver, CO, 80202-1805",SHELTON CAPITAL MANAGEMENT,2023-06-30,654106,654106103,NIKE INC,7748481000.0,70205
https://sec.gov/Archives/edgar/data/1002784/0001387131-23-009542.txt,1002784,"1875 Lawrence Street, Suite 300, Denver, CO, 80202-1805",SHELTON CAPITAL MANAGEMENT,2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,6839747000.0,26769
https://sec.gov/Archives/edgar/data/1002784/0001387131-23-009542.txt,1002784,"1875 Lawrence Street, Suite 300, Denver, CO, 80202-1805",SHELTON CAPITAL MANAGEMENT,2023-06-30,958102,958102105,WESTERN DIGITAL CORP.,2803634000.0,73916
https://sec.gov/Archives/edgar/data/1003518/0000945621-23-000384.txt,1003518,"CIBC SQUARE, TOWER ONE, 81 BAY STREET, SUITE 3900, TORONTO, A6, M5J 0G1",AGF MANAGEMENT LTD,2023-06-30,31428X,31428X106,FedEx Corp.,1868670000.0,7538
https://sec.gov/Archives/edgar/data/1003518/0000945621-23-000384.txt,1003518,"CIBC SQUARE, TOWER ONE, 81 BAY STREET, SUITE 3900, TORONTO, A6, M5J 0G1",AGF MANAGEMENT LTD,2023-06-30,654106,654106103,NIKE Inc.,68461076000.0,620287
https://sec.gov/Archives/edgar/data/1003518/0000945621-23-000384.txt,1003518,"CIBC SQUARE, TOWER ONE, 81 BAY STREET, SUITE 3900, TORONTO, A6, M5J 0G1",AGF MANAGEMENT LTD,2023-06-30,697435,697435105,Palo Alto Networks Inc.,264448762000.0,1034984
https://sec.gov/Archives/edgar/data/1005354/0001005354-23-000004.txt,1005354,"P.O. BOX 2500, RICHMOND, VA, 23218",VIRGINIA RETIREMENT SYSTEMS ET AL,2023-03-31,31428X,31428X106,FEDEX CORP,3113862000.0,13628
https://sec.gov/Archives/edgar/data/1005354/0001005354-23-000004.txt,1005354,"P.O. BOX 2500, RICHMOND, VA, 23218",VIRGINIA RETIREMENT SYSTEMS ET AL,2023-03-31,654106,654106103,NIKE INC,1913184000.0,15600
https://sec.gov/Archives/edgar/data/1005441/0001085146-23-002740.txt,1005441,"3390 ASBURY ROAD, DUBUQUE, IA, 52002","Avantax Planning Partners, Inc.",2023-06-30,31428X,31428X106,FEDEX CORP,267590000.0,1079
https://sec.gov/Archives/edgar/data/1005441/0001085146-23-002740.txt,1005441,"3390 ASBURY ROAD, DUBUQUE, IA, 52002","Avantax Planning Partners, Inc.",2023-06-30,654106,654106103,NIKE INC,735515000.0,6664
https://sec.gov/Archives/edgar/data/1005607/0001005607-23-000008.txt,1005607,"ONE EMBARCADERO CENTER, SUITE 4100, SAN FRANCISCO, CA, 94111","OSBORNE PARTNERS CAPITAL MANAGEMENT, LLC",2023-06-30,31428X,31428X106,FEDEX CORP,443758000.0,1790
https://sec.gov/Archives/edgar/data/1005607/0001005607-23-000008.txt,1005607,"ONE EMBARCADERO CENTER, SUITE 4100, SAN FRANCISCO, CA, 94111","OSBORNE PARTNERS CAPITAL MANAGEMENT, LLC",2023-06-30,654106,654106103,NIKE INC,3865378000.0,35022
https://sec.gov/Archives/edgar/data/1005607/0001005607-23-000008.txt,1005607,"ONE EMBARCADERO CENTER, SUITE 4100, SAN FRANCISCO, CA, 94111","OSBORNE PARTNERS CAPITAL MANAGEMENT, LLC",2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,19081737000.0,74681
https://sec.gov/Archives/edgar/data/1005813/0001085146-23-002993.txt,1005813,"701 BRICKELL AVE, 9TH FLOOR & SUITE 1350, MIAMI, FL, 33131-2867",EFG CAPITAL INTERNATIONAL CORP.,2023-06-30,654106,654106103,NIKE INC,3449404000.0,31253
https://sec.gov/Archives/edgar/data/1005813/0001085146-23-002993.txt,1005813,"701 BRICKELL AVE, 9TH FLOOR & SUITE 1350, MIAMI, FL, 33131-2867",EFG CAPITAL INTERNATIONAL CORP.,2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,2533637000.0,9916
https://sec.gov/Archives/edgar/data/1005817/0001839882-23-018098.txt,1005817,"118 E. Seneca Street, PO Box 460, Ithaca, NY, 14850",TOMPKINS FINANCIAL CORP,2023-06-30,31428X,31428X106,FEDEX CORP,356233000.0,1437
https://sec.gov/Archives/edgar/data/1005817/0001839882-23-018098.txt,1005817,"118 E. Seneca Street, PO Box 460, Ithaca, NY, 14850",TOMPKINS FINANCIAL CORP,2023-06-30,654106,654106103,NIKE INC,590259000.0,5348
https://sec.gov/Archives/edgar/data/1005817/0001839882-23-018098.txt,1005817,"118 E. Seneca Street, PO Box 460, Ithaca, NY, 14850",TOMPKINS FINANCIAL CORP,2023-06-30,958102,958102105,WESTN DIGITAL CORP,11379000.0,300
https://sec.gov/Archives/edgar/data/1006378/0001006378-23-000008.txt,1006378,"540 WEST MADISON ST, SUITE 1900, CHICAGO, IL, 60661","SEGALL BRYANT & HAMILL, LLC",2023-06-30,31428X,31428X106,FEDERAL EXPRESS CORP,244182000.0,985
https://sec.gov/Archives/edgar/data/1006378/0001006378-23-000008.txt,1006378,"540 WEST MADISON ST, SUITE 1900, CHICAGO, IL, 60661","SEGALL BRYANT & HAMILL, LLC",2023-06-30,654106,654106103,NIKE INC,19415351000.0,175912
https://sec.gov/Archives/edgar/data/1006378/0001006378-23-000008.txt,1006378,"540 WEST MADISON ST, SUITE 1900, CHICAGO, IL, 60661","SEGALL BRYANT & HAMILL, LLC",2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,33123550000.0,129637
https://sec.gov/Archives/edgar/data/1007280/0001007280-23-000008.txt,1007280,"277 E TOWN ST, COLUMBUS, OH, 43215",PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,2023-06-30,31428X,31428X106,Fedex Corp,33694000.0,135917
https://sec.gov/Archives/edgar/data/1007280/0001007280-23-000008.txt,1007280,"277 E TOWN ST, COLUMBUS, OH, 43215",PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,2023-06-30,64110D,64110D104,Netapp Inc,8170000.0,106941
https://sec.gov/Archives/edgar/data/1007280/0001007280-23-000008.txt,1007280,"277 E TOWN ST, COLUMBUS, OH, 43215",PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,2023-06-30,65249B,65249B109,News Corp - Class A,3849000.0,197410
https://sec.gov/Archives/edgar/data/1007280/0001007280-23-000008.txt,1007280,"277 E TOWN ST, COLUMBUS, OH, 43215",PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,2023-06-30,654106,654106103,Nike Inc -Cl B,72194000.0,654107
https://sec.gov/Archives/edgar/data/1007280/0001007280-23-000008.txt,1007280,"277 E TOWN ST, COLUMBUS, OH, 43215",PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,2023-06-30,697435,697435105,Palo Alto Networks Inc,41362000.0,161881
https://sec.gov/Archives/edgar/data/1007280/0001007280-23-000008.txt,1007280,"277 E TOWN ST, COLUMBUS, OH, 43215",PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,2023-06-30,958102,958102105,Western Digital Corp,5485000.0,144597
https://sec.gov/Archives/edgar/data/1007295/0001007295-23-000004.txt,1007295,"P.O. BOX 542021, OMAHA, NE, 68154",BRIDGES INVESTMENT MANAGEMENT INC,2023-06-30,654106,654106103,NIKE INC CL B,4217458000.0,38212
https://sec.gov/Archives/edgar/data/1007295/0001007295-23-000004.txt,1007295,"P.O. BOX 542021, OMAHA, NE, 68154",BRIDGES INVESTMENT MANAGEMENT INC,2023-06-30,697435,697435105,PALO ALTO NETWORKS INC COM,51118352000.0,200064
https://sec.gov/Archives/edgar/data/1007399/0001007399-23-000004.txt,1007399,"150 WEST MAIN STREET, SUITE 1700, NORFOLK, VA, 23510",WILBANKS SMITH & THOMAS ASSET MANAGEMENT LLC,2023-06-30,31428X,31428X106,FEDEX CORP,583091000.0,2352
https://sec.gov/Archives/edgar/data/1007399/0001007399-23-000004.txt,1007399,"150 WEST MAIN STREET, SUITE 1700, NORFOLK, VA, 23510",WILBANKS SMITH & THOMAS ASSET MANAGEMENT LLC,2023-06-30,64110D,64110D104,NETAPP INC,505539000.0,6617
https://sec.gov/Archives/edgar/data/1007399/0001007399-23-000004.txt,1007399,"150 WEST MAIN STREET, SUITE 1700, NORFOLK, VA, 23510",WILBANKS SMITH & THOMAS ASSET MANAGEMENT LLC,2023-06-30,654106,654106103,NIKE INC,1177629000.0,10670
https://sec.gov/Archives/edgar/data/1007524/0001085146-23-003428.txt,1007524,"One Maritime Plaza, Ste 800, SAN FRANCISCO, CA, 94111",OSTERWEIS CAPITAL MANAGEMENT INC,2023-06-30,654106,654106103,NIKE INC,44148000.0,400
https://sec.gov/Archives/edgar/data/1008322/0001008322-23-000010.txt,1008322,"6641 WEST BROAD STREET, SUITE 600, RICHMOND, VA, 23230",THOMPSON SIEGEL & WALMSLEY LLC,2023-06-30,31428X,31428X106,FEDEX CORPORATION,67888000.0,273850
https://sec.gov/Archives/edgar/data/1008322/0001008322-23-000010.txt,1008322,"6641 WEST BROAD STREET, SUITE 600, RICHMOND, VA, 23230",THOMPSON SIEGEL & WALMSLEY LLC,2023-06-30,65249B,65249B109,NEWS CORP NEW,80717000.0,4139351
https://sec.gov/Archives/edgar/data/1008322/0001008322-23-000010.txt,1008322,"6641 WEST BROAD STREET, SUITE 600, RICHMOND, VA, 23230",THOMPSON SIEGEL & WALMSLEY LLC,2023-06-30,654106,654106103,NIKE INC-CL B,261000.0,2362
https://sec.gov/Archives/edgar/data/1008322/0001008322-23-000010.txt,1008322,"6641 WEST BROAD STREET, SUITE 600, RICHMOND, VA, 23230",THOMPSON SIEGEL & WALMSLEY LLC,2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,192000.0,750
https://sec.gov/Archives/edgar/data/1008322/0001008322-23-000010.txt,1008322,"6641 WEST BROAD STREET, SUITE 600, RICHMOND, VA, 23230",THOMPSON SIEGEL & WALMSLEY LLC,2023-06-30,958102,958102105,WESTERN DIGITAL CORP,45223000.0,1192261
https://sec.gov/Archives/edgar/data/1008868/0001172661-23-002888.txt,1008868,"Two Centre Square, Suite 200, Knoxville, TN, 37902",MARTIN & CO INC /TN/,2023-06-30,31428X,31428X106,FEDEX CORP,1198039000.0,4833
https://sec.gov/Archives/edgar/data/1008877/0001062993-23-014714.txt,1008877,"101 ARCH STREET, BOSTON, MA, 02110",WOODSTOCK CORP,2023-06-30,31428X,31428X106,Fedex Corp,2895720000.0,11681
https://sec.gov/Archives/edgar/data/1008894/0001172661-23-003025.txt,1008894,"250 Park Avenue South, Suite 250, Winter Park, FL, 32789",DEPRINCE RACE & ZOLLO INC,2023-06-30,64110D,64110D104,NETAPP INC,24492389000.0,320581
https://sec.gov/Archives/edgar/data/1008894/0001172661-23-003025.txt,1008894,"250 Park Avenue South, Suite 250, Winter Park, FL, 32789",DEPRINCE RACE & ZOLLO INC,2023-06-30,958102,958102105,WESTERN DIGITAL CORP.,24368090000.0,642449
https://sec.gov/Archives/edgar/data/1008895/0001008895-23-000003.txt,1008895,"W62 N570 WASHINGTON AVE, PO BOX 148, CEDARBURG, WI, 53012",SCHMIDT P J INVESTMENT MANAGEMENT INC,2023-06-30,654106,654106103,NIKE INC,1832334000.0,16919
https://sec.gov/Archives/edgar/data/1008895/0001008895-23-000003.txt,1008895,"W62 N570 WASHINGTON AVE, PO BOX 148, CEDARBURG, WI, 53012",SCHMIDT P J INVESTMENT MANAGEMENT INC,2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,863059000.0,3553
https://sec.gov/Archives/edgar/data/1008929/0001172661-23-002798.txt,1008929,"265 Franklin Street, 20th Floor, Boston, MA, 02110",PRIO WEALTH LIMITED PARTNERSHIP,2023-06-30,654106,654106103,NIKE INC,22516708000.0,204011
https://sec.gov/Archives/edgar/data/1009003/0001085146-23-003161.txt,1009003,"950 WINTER STREET NORTH, SUITE 4100, WALTHAM, MA, 02451",EXCALIBUR MANAGEMENT CORP,2023-06-30,31428X,31428X106,FEDEX CORP,2192197000.0,8843
https://sec.gov/Archives/edgar/data/1009003/0001085146-23-003161.txt,1009003,"950 WINTER STREET NORTH, SUITE 4100, WALTHAM, MA, 02451",EXCALIBUR MANAGEMENT CORP,2023-06-30,654106,654106103,NIKE INC,557369000.0,5050
https://sec.gov/Archives/edgar/data/1009006/0001085146-23-003343.txt,1009006,"1 BRIDGE PLAZA NORTH, SUITE 1095, FORT LEE, NJ, 07024","PALISADE CAPITAL MANAGEMENT, LP",2023-06-30,654106,654106103,NIKE INC,3762513000.0,34090
https://sec.gov/Archives/edgar/data/1009076/0001009076-23-000007.txt,1009076,"POST OFFICE BOX 419248, KANSAS CITY, MO, 64141-6248",COMMERCE BANK,2023-06-30,31428X,31428X106,FEDEX CORP,5055176000.0,20392
https://sec.gov/Archives/edgar/data/1009076/0001009076-23-000007.txt,1009076,"POST OFFICE BOX 419248, KANSAS CITY, MO, 64141-6248",COMMERCE BANK,2023-06-30,64110D,64110D104,NETAPP INC,7748640000.0,101422
https://sec.gov/Archives/edgar/data/1009076/0001009076-23-000007.txt,1009076,"POST OFFICE BOX 419248, KANSAS CITY, MO, 64141-6248",COMMERCE BANK,2023-06-30,65249B,65249B109,NEWS CORP NEW,292968000.0,15024
https://sec.gov/Archives/edgar/data/1009076/0001009076-23-000007.txt,1009076,"POST OFFICE BOX 419248, KANSAS CITY, MO, 64141-6248",COMMERCE BANK,2023-06-30,654106,654106103,NIKE INC,19130651000.0,173332
https://sec.gov/Archives/edgar/data/1009076/0001009076-23-000007.txt,1009076,"POST OFFICE BOX 419248, KANSAS CITY, MO, 64141-6248",COMMERCE BANK,2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,7979065000.0,31228
https://sec.gov/Archives/edgar/data/1009076/0001009076-23-000007.txt,1009076,"POST OFFICE BOX 419248, KANSAS CITY, MO, 64141-6248",COMMERCE BANK,2023-06-30,958102,958102105,WESTERN DIGITAL CORP.,629599000.0,16599
https://sec.gov/Archives/edgar/data/1009207/0001104659-23-091306.txt,1009207,"1166 AVENUE OF THE AMERICAS, Ninth Floor, New York, NY, 10036","D. E. Shaw & Co., Inc.",2023-06-30,31428X,31428X106,FEDEX CORP,54656000000.0,220476
https://sec.gov/Archives/edgar/data/1009207/0001104659-23-091306.txt,1009207,"1166 AVENUE OF THE AMERICAS, Ninth Floor, New York, NY, 10036","D. E. Shaw & Co., Inc.",2023-06-30,64110D,64110D104,NETAPP INC,24710816000.0,323440
https://sec.gov/Archives/edgar/data/1009207/0001104659-23-091306.txt,1009207,"1166 AVENUE OF THE AMERICAS, Ninth Floor, New York, NY, 10036","D. E. Shaw & Co., Inc.",2023-06-30,65249B,65249B109,NEWS CORP NEW,504992000.0,25897
https://sec.gov/Archives/edgar/data/1009207/0001104659-23-091306.txt,1009207,"1166 AVENUE OF THE AMERICAS, Ninth Floor, New York, NY, 10036","D. E. Shaw & Co., Inc.",2023-06-30,654106,654106103,NIKE INC,171498315000.0,1553849
https://sec.gov/Archives/edgar/data/1009207/0001104659-23-091306.txt,1009207,"1166 AVENUE OF THE AMERICAS, Ninth Floor, New York, NY, 10036","D. E. Shaw & Co., Inc.",2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,765223066000.0,2994885
https://sec.gov/Archives/edgar/data/1009207/0001104659-23-091306.txt,1009207,"1166 AVENUE OF THE AMERICAS, Ninth Floor, New York, NY, 10036","D. E. Shaw & Co., Inc.",2023-06-30,958102,958102105,WESTERN DIGITAL CORP.,38784411000.0,1022526
https://sec.gov/Archives/edgar/data/1009209/0001580642-23-004207.txt,1009209,"245 Lytton Ave, Suite 300, Palo Alto, CA, 94301","Sand Hill Global Advisors, LLC",2023-06-30,654106,654106103,NIKE INC,242214000.0,2195
https://sec.gov/Archives/edgar/data/1009254/0001085146-23-002916.txt,1009254,"801 SOUTH FIGUEROA, SUITE 2050, LOS ANGELES, CA, 90017",EVERETT HARRIS & CO /CA/,2023-06-30,31428X,31428X106,FEDEX CORP,1491366000.0,6016
https://sec.gov/Archives/edgar/data/1009254/0001085146-23-002916.txt,1009254,"801 SOUTH FIGUEROA, SUITE 2050, LOS ANGELES, CA, 90017",EVERETT HARRIS & CO /CA/,2023-06-30,654106,654106103,NIKE INC,119856599000.0,1085953
https://sec.gov/Archives/edgar/data/1010873/0001010873-23-000003.txt,1010873,"1450 RALEIGH RD, STE 300, CHAPEL HILL, NC, 27517",FRANKLIN STREET ADVISORS INC /NC,2023-06-30,654106,654106103,NIKE INC CL B,14069000.0,127475
https://sec.gov/Archives/edgar/data/1010911/0001010911-23-000013.txt,1010911,"800 Philadelphia Street, Indiana, PA, 15701",S&T Bank/PA,2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,14865000.0,58176
https://sec.gov/Archives/edgar/data/1010911/0001010911-23-000013.txt,1010911,"800 Philadelphia Street, Indiana, PA, 15701",S&T Bank/PA,2023-06-30,958102,958102105,WESTERN DIGITAL CORP.,8212000.0,216488
https://sec.gov/Archives/edgar/data/1011443/0001011443-23-000018.txt,1011443,"2300 NORTH FIELD STREET, STE 2200, DALLAS, TX, 75201",HBK INVESTMENTS L P,2023-06-30,31428X,31428X106,FEDEX CORP,2911338000.0,11744
https://sec.gov/Archives/edgar/data/1011443/0001011443-23-000018.txt,1011443,"2300 NORTH FIELD STREET, STE 2200, DALLAS, TX, 75201",HBK INVESTMENTS L P,2023-06-30,65249B,65249B109,NEWS CORP NEW,11583000000.0,594000
https://sec.gov/Archives/edgar/data/101199/0000101199-23-000066.txt,101199,"P O BOX 73909, Cedar Rapids, IA, 52407",United Fire Group Inc,2023-06-30,654106,654106103,NIKE INC,3311100000.0,30000
https://sec.gov/Archives/edgar/data/1013272/0000950123-23-006333.txt,1013272,"717 Main St, PO Box 269, Honesdale, PA, 18431",Norwood Financial Corp,2023-06-30,31428X,31428X106,FEDEX CORP COM,208234000.0,840
https://sec.gov/Archives/edgar/data/1013272/0000950123-23-006333.txt,1013272,"717 Main St, PO Box 269, Honesdale, PA, 18431",Norwood Financial Corp,2023-06-30,654106,654106103,NIKE INC CL B,63461000.0,575
https://sec.gov/Archives/edgar/data/1013272/0000950123-23-006333.txt,1013272,"717 Main St, PO Box 269, Honesdale, PA, 18431",Norwood Financial Corp,2023-06-30,958102,958102105,WESTERN DIGITAL CORP COM,3793000.0,100
https://sec.gov/Archives/edgar/data/1013538/0001013538-23-000006.txt,1013538,"5971 KINGSTOWNE VILLAGE PARKWAY, SUITE 240, KINGSTOWNE, VA, 22315",EDGAR LOMAX CO/VA,2023-06-30,31428X,31428X106,FEDEX CORP COM,100109209000.0,403829
https://sec.gov/Archives/edgar/data/1014738/0001014738-23-000004.txt,1014738,"104 WOODMONT BOULEVARD, SUITE 320, SUITE 320, NASHVILLE, TN, 37205",MASTRAPASQUA ASSET MANAGEMENT INC,2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,4999564000.0,19567
https://sec.gov/Archives/edgar/data/1015079/0001041062-23-000152.txt,1015079,"4275 EXECUTIVE SQUARE, 5TH FLOOR, LA JOLLA, CA, 92037","BRANDES INVESTMENT PARTNERS, LP",2023-06-30,31428X,31428X106,FEDEX CORP,114275951000.0,460976
https://sec.gov/Archives/edgar/data/1015083/0001104659-23-083699.txt,1015083,"3175 Oregon Pike, Leola, PA, 17540","EMERALD ADVISERS, LLC",2023-06-30,697435,697435105,"PALO ALTO NETWORKS, INC",1872633000.0,7329
https://sec.gov/Archives/edgar/data/1015247/0001420506-23-001346.txt,1015247,"1114 DELAWARE AVENUE, BUFFALO, NY, 14209-1604",COURIER CAPITAL LLC,2023-06-30,31428X,31428X106,FEDEX CORP,896654000.0,3617
https://sec.gov/Archives/edgar/data/1015308/0001015308-23-000006.txt,1015308,"301 SOUTH COLLEGE STREET SUITE 3800, CHARLOTTE, NC, 28202",WEDGE CAPITAL MANAGEMENT L L P/NC,2023-06-30,31428X,31428X106,FedEx Corp,10694158000.0,43139
https://sec.gov/Archives/edgar/data/1015308/0001015308-23-000006.txt,1015308,"301 SOUTH COLLEGE STREET SUITE 3800, CHARLOTTE, NC, 28202",WEDGE CAPITAL MANAGEMENT L L P/NC,2023-06-30,958102,958102105,Western Digital Corp,7780581000.0,205130
https://sec.gov/Archives/edgar/data/1016021/0001016021-23-000005.txt,1016021,"136 WHITAKER ROAD, LUTZ, FL, 33549","EDMP, INC.",2023-06-30,31428X,31428X106,FEDEX CORP,1184148000.0,4777
https://sec.gov/Archives/edgar/data/1016021/0001016021-23-000005.txt,1016021,"136 WHITAKER ROAD, LUTZ, FL, 33549","EDMP, INC.",2023-06-30,64110D,64110D104,NETAPP INC,358927000.0,4698
https://sec.gov/Archives/edgar/data/1016287/0001172661-23-002526.txt,1016287,"10 Bank Street, Suite 590, White Plains, NY, 10606",MATRIX ASSET ADVISORS INC/NY,2023-06-30,31428X,31428X106,FEDEX CORP,14011556000.0,56521
https://sec.gov/Archives/edgar/data/1016287/0001172661-23-002526.txt,1016287,"10 Bank Street, Suite 590, White Plains, NY, 10606",MATRIX ASSET ADVISORS INC/NY,2023-06-30,654106,654106103,NIKE INC,236081000.0,2139
https://sec.gov/Archives/edgar/data/1016683/0001016683-23-000003.txt,1016683,"PO BOX 150, SALEM, MA, 01970",CABOT WEALTH MANAGEMENT INC,2023-06-30,31428X,31428X106,FEDEX CORP,14745000.0,59478
https://sec.gov/Archives/edgar/data/1016683/0001016683-23-000003.txt,1016683,"PO BOX 150, SALEM, MA, 01970",CABOT WEALTH MANAGEMENT INC,2023-06-30,654106,654106103,NIKE  INC,4734000.0,42893
https://sec.gov/Archives/edgar/data/1016972/0001016972-23-000003.txt,1016972,"125 SOUTH KALAMAZOO MALL, SUITE 306, KALAMAZOO, MI, 49007",ARCADIA INVESTMENT MANAGEMENT CORP/MI,2023-06-30,654106,654106103,NIKE INC,85537000.0,775
https://sec.gov/Archives/edgar/data/1016972/0001016972-23-000003.txt,1016972,"125 SOUTH KALAMAZOO MALL, SUITE 306, KALAMAZOO, MI, 49007",ARCADIA INVESTMENT MANAGEMENT CORP/MI,2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,20702954000.0,81026
https://sec.gov/Archives/edgar/data/1017115/0001017115-23-000003.txt,1017115,"707 LAKE COOK ROAD, SUITE 210, DEERFIELD, IL, 60015",ROBERTS GLORE & CO INC /IL/,2023-06-30,31428X,31428X106,FEDEX CORP,1330975000.0,5369
https://sec.gov/Archives/edgar/data/1017115/0001017115-23-000003.txt,1017115,"707 LAKE COOK ROAD, SUITE 210, DEERFIELD, IL, 60015",ROBERTS GLORE & CO INC /IL/,2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,217184000.0,850
https://sec.gov/Archives/edgar/data/1017284/0001017284-23-000009.txt,1017284,"9030 STONY POINT PKWY, STE 100, 16TH FLOOR, RICHMOND, VA, 23235","THOMPSON DAVIS & CO., INC.",2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,677102000.0,2650
https://sec.gov/Archives/edgar/data/1018331/0001018331-23-000006.txt,1018331,"888 Boylston St, 8th Floor, Boston, MA, 02199","NATIXIS ADVISORS, L.P.",2023-06-30,31428X,31428X106,FEDEX CORP,21967000.0,88614
https://sec.gov/Archives/edgar/data/1018331/0001018331-23-000006.txt,1018331,"888 Boylston St, 8th Floor, Boston, MA, 02199","NATIXIS ADVISORS, L.P.",2023-06-30,64110D,64110D104,NETAPP INC,3079000.0,40296
https://sec.gov/Archives/edgar/data/1018331/0001018331-23-000006.txt,1018331,"888 Boylston St, 8th Floor, Boston, MA, 02199","NATIXIS ADVISORS, L.P.",2023-06-30,65249B,65249B109,NEWS CORP,522000.0,26768
https://sec.gov/Archives/edgar/data/1018331/0001018331-23-000006.txt,1018331,"888 Boylston St, 8th Floor, Boston, MA, 02199","NATIXIS ADVISORS, L.P.",2023-06-30,654106,654106103,NIKE INC,65549000.0,593898
https://sec.gov/Archives/edgar/data/1018331/0001018331-23-000006.txt,1018331,"888 Boylston St, 8th Floor, Boston, MA, 02199","NATIXIS ADVISORS, L.P.",2023-06-30,697435,697435105,PALO ALTO NETWORKS INC,8805000.0,34460
